track_name,track_id,album_name,popularity,track_duration_ms,explicit,artist_id,release_year,artist_name,genres,charted_year,years_since_release
twilight zone,1edcyazKIdKrIuz9cWpXU6,eternal sunshine deluxe: brighter days ahead (a cappella version),81,198320,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2025,Ariana Grande,pop,2024,0
supernatural,142PiXzA84lmEw2RstFHFa,eternal sunshine,87,163381,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2024,Ariana Grande,pop,2024,1
One Last Time,7xoUc6faLbCqZO6fQEYprd,My Everything (Deluxe),86,197266,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2014,Ariana Grande,pop,2024,11
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,After Hours (Deluxe),83,191013,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2020,Ariana Grande,pop,2024,5
Into You,63y6xWR4gXz7bnUGOk8iI6,Dangerous Woman,76,244453,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2016,Ariana Grande,pop,2024,9
7 rings,6ocbgoVGwYJhOv1GgI9NsF,"thank u, next",85,178626,TRUE,66CXWjxzNUsdJxJ2JdwvnR,2019,Ariana Grande,pop,2024,6
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,Dangerous Woman,73,235946,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2016,Ariana Grande,pop,2024,9
the boy is mine,0Lmbke3KNVFXtoH2mMSHCw,eternal sunshine,83,173639,TRUE,66CXWjxzNUsdJxJ2JdwvnR,2024,Ariana Grande,pop,2024,1
Side To Side,43bCmCI0nSgcT7QdMXY6LV,Dangerous Woman,71,226160,TRUE,66CXWjxzNUsdJxJ2JdwvnR,2016,Ariana Grande,pop,2024,9
LUNA,7bywjHOc0wSjGGbj04XbVi,FERXXOCALIPSIS,89,196800,FALSE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2024,2
PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,nadie sabe lo que va a pasar mañana,86,162767,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2024,2
+57,3mg9jYNC1NihbthlglzrWP,+57,85,298130,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2024,1
Hey Mor,1zsPaEkglFvxjAhrM8yhpr,OzuTochi,83,196600,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,3
Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,83,155960,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,3
CLASSY 101,1hZsWUnLbqRw09jLAMQSsb,FERXXOCALIPSIS,80,195586,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2024,2
Normal,0T2pB7P1VdXPhLdQZ488uH,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,81,171880,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,3
SORRY 4 THAT MUCH,63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,82,207746,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2024,1
SE ME OLVIDA,2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,82,225373,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2024,1
LA INOCENTE,5jt25aFjW2kNoBqaEVaz5W,MICRODOSIS,82,202173,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2024,3
